id	question	imageurl	correct	answer1	answer2	answer3	answer4	type
395	Biển nào chỉ dẫn “Được ưu tiên qua đường hẹp”?	https://i-vnexpress.vnecdn.net/2020/09/04/q395.png	3	Biển 1.	Biển 2.	Biển 3.	Biển 2 và 3.	0
396	Biển nào báo hiệu “Đường đôi”?	https://i-vnexpress.vnecdn.net/2020/09/04/q396.png	2	Biển 1.	Biển 2.	Biển 3.		0
397	Biển nào báo hiệu “Đường đôi”?	https://i-vnexpress.vnecdn.net/2020/09/04/q397.png	3	Biển 1,	Biển 2.	Biển 3.		0
398	Biển nào báo hiệu “Hết đường đôi”?	https://i-vnexpress.vnecdn.net/2020/09/04/q398.png	3	Biển 1.	Biển 2.	Biển 3.		0
399	Biển nào báo hiệu “Giao nhau với đường hai chiều”?	https://i-vnexpress.vnecdn.net/2020/09/04/q399.png	1	Biển 1.	Biển 2.	Biển 3.		0
400	Biển nào báo hiệu “Đường hai chiều”?	https://i-vnexpress.vnecdn.net/2020/09/04/q400.png	2	Biển 1.	Biển 2.	Biển 3.		0
401	Biển nào báo hiệu “Giao nhau với đường hai chiều”?	https://i-vnexpress.vnecdn.net/2020/09/04/q401.png	2	Biển 1.	Biển 2.	Biển 3.		0
402	Biển nào báo hiệu “Chú ý chướng ngại vật”?	https://i-vnexpress.vnecdn.net/2020/09/04/q402.png	2	Biển 1	Biển 2 và 3	Cả ba biển		0
403	Biển nào chỉ dẫn cho người tham gia giao thông biết vị trí và khoảng cách có làn đường cứu nạn hay làn thoát xe khẩn cấp?	https://i-vnexpress.vnecdn.net/2020/09/04/q403.png	2	Biển 1	Biển 2	Cả hai biển		0
404	Biển nào báo hiệu “Đường hầm”?	https://i-vnexpress.vnecdn.net/2020/09/04/q404.png	2	Cả 3 biển	Biển 2	Biển 2 và 3		0
405	Biển nào dưới đây là biển “Cầu hẹp”?	https://i-vnexpress.vnecdn.net/2020/09/04/q405.png	2	Biển 1	Biển 2	Biển 3		0
406	Biển nào dưới đây là biển “Cầu quay- cầu cất”?	https://i-vnexpress.vnecdn.net/2020/09/04/q406.png	3	Biển 1	Biển 2	Biển 3		0
407	Biển nào dưới đây là biển “Kè, vực sâu phía trước”?	https://i-vnexpress.vnecdn.net/2020/09/04/q407.png	1	Biển 1	Biển 2	Biển 3		0
408	Biển nào sau đây là biển “Kè, vực sâu bên đường phía bên trái”?	https://i-vnexpress.vnecdn.net/2020/09/04/q408.png	3	Biển 1	Biển 2	Biển 3	Biển 1 và Biển 2	0
409	Biển nào sau đây là biển “Kè, vực sâu bên đường phía bên phải”?	https://i-vnexpress.vnecdn.net/2020/09/04/q409.png	2	Biển 1	Biển 2	Biển 3		0
410	Biển nào sau đây là biển “Đường trơn”?	https://i-vnexpress.vnecdn.net/2020/09/04/q410.png	2	Biển 1	Biển 2	Biển 3		0
411	Biển nào sau đây là biển “Lề đường nguy hiểm”?	https://i-vnexpress.vnecdn.net/2020/09/04/q411.png	2	Biển 1	Biển 2	Biển 3		0
412	Biển nào sau đây báo trước gần tới đoạn đường đang tiến hành thi công?	https://i-vnexpress.vnecdn.net/2020/09/04/q412.png	1	Biển 1	Biển 2	Biển 3	Không biển nào	0
413	Biển nào sau đây cảnh báo nguy hiểm đoạn đường thường xảy ra tai nạn?	https://i-vnexpress.vnecdn.net/2020/09/04/q413.png	2	Biển 1	Biển 2	Biển 3		0
414	Biển nào dưới đây báo hiệu đoạn đường hay xảy ra ùn tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q414.png	2	Biển 1	Biển 2	Biển 3	Cả 3 biển	0
415	Gặp biển nào người tham gia giao thông phải đi chậm và thận trọng đề phòng khả năng xuất hiện và di chuyển bất ngờ của trẻ em trên mặt đường?	https://i-vnexpress.vnecdn.net/2020/09/04/q415.png	2	Biển 1	Biển 2			0
416	Biển nào chỉ dẫn nơi bắt đầu đoạn đường dành cho người đi bộ?	https://i-vnexpress.vnecdn.net/2020/09/04/q416.png	2	Biển 1	Biển 2	Biển 3		0
417	Biển nào dưới đây báo hiệu gần đến đoạn đường thường có trẻ em đi ngang qua?	https://i-vnexpress.vnecdn.net/2020/09/04/q417.png	2	Biển 1	Biển 2	Biển 3	Cả 3 biển	0
418	Gặp biển nào dưới đây người tham gia giao thông cần phải điều chỉnh tốc độ xe chạy cho thích hợp, đề phòng gió thổi mạnh gây lật xe?	https://i-vnexpress.vnecdn.net/2020/09/04/q418.png	1	Biển 1	Biển 2	Cả hai biển		0
419	Biển nào sau đây là biển “Dốc xuống nguy hiểm”?	https://i-vnexpress.vnecdn.net/2020/09/04/q419.png	1	Biển 1	Biển 2			0
420	Biển nào sau đây là biển “Dốc lên nguy hiểm”?	https://i-vnexpress.vnecdn.net/2020/09/04/q420.png	2	Biển 1	Biển 2			0
421	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q421.png	1	Chỗ ngoặt nguy hiểm có nguy cơ lật xe bên phải khi đường cong vòng bên trái	Chỗ ngoặt nguy hiểm có nguy cơ lật xe bên trái khi đường cong vòng bên phải			0
422	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q422.png	3	Báo trước đoạn đường có gió ngang	Báo trước ddaonj đường trơn trượt..	Báo trước sắp đến bến phà.		0
423	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q423.png	1	Báo hiệu đường có ổ gà, lồi lõm.	Báo hiệu đường có gờ giảm tốc phía trước.			0
424	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q424.png	2	Báo hiệu đường có ổ gà, lồi lõm.	Báo hiệu đường có gờ giảm tốc phía trước			0
425	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q425.png	3	Để báo trước gần tới đoạn đường có hiện tượng đất đá từ trên ta luy dương sạt lở bất ngờ gây nguy hiểm cho xe cộ và người đi đường.	Để báo trước nơi có kết cấu mặt đường rời rạc, khi phương tiện đi qua, làm cho các viên đá, sỏi băng lên gây nguy hiểm và mất an toàn cho người và phương tiện tham gia giao thông.	Để cảnh báo những đoạn nền đường yếu, đoạn đường đang theo dõi lún mà việc vận hành xe ở tốc độ cao có thể gây nguy hiểm.		0
426	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q426.png	1	Để báo trước gần tới đoạn đường có hiện tượng đất đá từ trên ta luy dương sạt lở bất ngờ gây nguy hiểm cho xe cộ và người đi đường.	Để báo trước nơi có kết cấu mặt đường rời rạc, khi phương tiện đi qua, làm cho các viên đá, sỏi băng lên gây nguy hiểm và mất an toàn cho người và phương tiện tham gia giao thông.	Để cảnh báo những đoạn nền đường yếu, đoạn đường đang theo dõi lún mà việc vận hành xe ở tốc độ cao có thể gây nguy hiểm.		0
427	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q427.png	2	Để báo trước gần tới đoạn đường có hiện tượng đất đá từ trên ta luy dương sạt lở bất ngờ gây nguy hiểm cho xe cộ và người đi đường.	Để báo trước nơi có kết cấu mặt đường rời rạc, khi phương tiện đi qua, làm cho các viên đá, sỏi băng lên gây nguy hiểm và mất an toàn cho người và phương tiện tham gia giao thông.	Để cảnh báo những đoạn nền đường yếu, đoạn đường đang theo dõi lún mà việc vận hành xe ở tốc độ cao có thể gây nguy hiểm.		0
428	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q428.png	2	Đi chậm, quan sát và dừng lại nếu gặp gia súc trên đường.	Bấm còi to để gia súc tránh đường và nhanh chóng di chuyển qua đoạn đường có gia súc.			0
429	Biển báo này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q429.png	2	Báo hiệu khu vực nguy hiểm thường xuyên có sét đánh.	Báo hiệu khu vực có đường dây điện cắt ngang phía trên tuyến đường.			0
430	Biển nào báo hiệu các phương tiện phải đi đúng làn đường quy định và tuân thủ tốc độ tối đa cho phép?	https://i-vnexpress.vnecdn.net/2020/09/04/q430.png	2	Biển 1	Biển 2	Cả hai biển		0
431	Biển nào báo hiệu các phương tiện phải tuân thủ tốc độ tối đa cho phép trên từng làn đường?	https://i-vnexpress.vnecdn.net/2020/09/04/q431.png	3	Biển 1	Biển 2	Cả hai biển		0
432	Biển nào báo hiệu “Đường dành cho ô tô”?	https://i-vnexpress.vnecdn.net/2020/09/04/q432.png	1	Biển 1	Biển 2			0
433	Biển nào báo hiệu “Hết đường dành cho ô tô”?	https://i-vnexpress.vnecdn.net/2020/09/04/q433.png	2	Biển 1	Biển 2			0
434	Khi gặp biển nào thì các phương tiện không được đi vào, trừ ô tô và mô tô?	https://i-vnexpress.vnecdn.net/2020/09/04/q434.png	1	Biển 1	Biển 2			0
435	Biển này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q435.png	2	Chỉ hướng đi phải theo	Biển báo hiệu cho người lái xe biết số lượng làn đường trên mặt đường và hướng đi trên mỗi làn đường phải theo.	Chỉ hướng đường phải theo		0
436	Biển nào (đặt trước ngã ba, ngã tư) cho phép xe được rẽ sang hướng khác?	https://i-vnexpress.vnecdn.net/2020/09/04/q436.png	3	Biển 1	Biển 2	Không biển nào		0
437	Biển nào báo hiệu “Hướng đi thẳng phải theo” ?	https://i-vnexpress.vnecdn.net/2020/09/04/q437.png	1	Biển 1	Biển 2			0
438	Biển nào báo hiệu “Đường một chiều” ?	https://i-vnexpress.vnecdn.net/2020/09/04/q438.png	2	Biển 1	Biển 2	Cả hai biển		0
439	Trong các biển dưới đây biển nào là biển “Hết hạn chế tốc độ tối đa”?	https://i-vnexpress.vnecdn.net/2020/09/04/q439.png	1	Biển 1	Biển 2	Biển 3		0
440	Biển nào dưới đây hết hạn chế tốc độ tối đa?	https://i-vnexpress.vnecdn.net/2020/09/04/q440.png	4	Biển 1	Biển 2	Biển 3	Biển 1 và 2	0
441	Trong các biển dưới đây biển nào là biển “Hết hạn chế tốc độ tối thiểu”?	https://i-vnexpress.vnecdn.net/2020/09/04/q441.png	3	Biển 1	Biển 2	Biển 3		0
442	Biển nào dưới đây báo hiệu hết cấm vượt?	https://i-vnexpress.vnecdn.net/2020/09/04/q442.png	4	Biển 1	Biển 2	Biển 3	Biển 2 và 3	0
443	Trong các biển dưới đây biển nào là biển “Hết mọi lệnh cấm”?	https://i-vnexpress.vnecdn.net/2020/09/04/q443.png	2	Biển 1	Biển 2	Biển 3		0
444	Biển nào cho phép được quay đầu xe đi theo hướng ngược lại khi đặt biển trước ngã ba, ngã tư?	https://i-vnexpress.vnecdn.net/2020/09/04/q444.png	3	Biển 1	Biển 2	Biển 3	Không biển nào	0
445	Biển nào không cho phép rẽ phải?	https://i-vnexpress.vnecdn.net/2020/09/04/q445.png	1	Biển 1	Biển 2	Biển 3	Biển 1 và 3	0
446	Khi đến chỗ giao nhau, gặp biển nào thì người lái xe không được cho xe đi thẳng, phải rẽ sang hướng khác?	https://i-vnexpress.vnecdn.net/2020/09/04/q446.png	1	Biển 1 và 2	Biển 1 và 3	biển 2 và 3	Cả ba biển	0
447	Biển nào cho phép quay đầu xe?	https://i-vnexpress.vnecdn.net/2020/09/04/q447.png	3	Biển 1	Biển 2	Cả hai biển		0
448	Biển nào chỉ dẫn tên đường trên các tuyến đường đối ngoại?	https://i-vnexpress.vnecdn.net/2020/09/04/q448.png	3	Biển 1	Biển 2	Biển 3	Biển 1 và 2	0
449	Biển số 1 có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q449.png	1	Biển chỉ dẫn hết cấm đỗ xe theo giờ trong khu vực	Biển chỉ dẫn hết hiệu lực khu vực đỗ xe trên các tuyến đường đối ngoại.	Biển chỉ dẫn khu vực đỗ xe trên các tuyến đường đối ngoại.		0
450	Biển số 3 có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q450.png	3	Biển chỉ dẫn khu vực cấm đỗ xe trên các tuyến đường đối ngoại	Biển chỉ dẫn khu vực đỗ xe trên các tuyến đường đối ngoại.	Biển hạn chế tốc độ tối đa trong khu vực	Biển chỉ dẫn hết hiệu lực khu vực cấm đỗ xe theo giờ trên các tuyến đường đối ngoại.	0
451	Biển nào báo hiệu “Đường phía trước có làn đường dành cho ô tô khách”?	https://i-vnexpress.vnecdn.net/2020/09/04/q451.png	2	Biển 1	Biển 2	Biển 3		0
452	Biển nào báo hiệu “Rẽ ra đường có làn đường dành cho ô tô khách”?	https://i-vnexpress.vnecdn.net/2020/09/04/q452.png	3	Biển 1	Biển 2	Biển 3		0
453	Biển nào đặt trên đường chính trước khi đến nơi đường giao nhau để rẽ vào đường cụt?	https://i-vnexpress.vnecdn.net/2020/09/04/q453.png	1	Biển 1 và 2	Cả ba biển	Không biển nào		0
454	Biển nào chỉ dẫn cho người đi bộ sử dụng cầu vượt qua đường?	https://i-vnexpress.vnecdn.net/2020/09/04/q454.png	1	Biển 1	Biển 2	Cả 2 biển	Không biển nào	0
455	Biển nào chỉ dẫn cho người đi bộ sử dụng hầm chui qua đường?	https://i-vnexpress.vnecdn.net/2020/09/04/q455.png	2	Biển 1	Biển 2	Cả 2 biển	Không biển nào	0
456	Biển nào báo hiệu “Nơi đỗ xe dành cho người tàn tật”?	https://i-vnexpress.vnecdn.net/2020/09/04/q456.png	2	Biển 1	Biển 2	Biển 3		0
457	Gặp biển báo này, người lái xe phải đỗ xe như thế nào?	https://i-vnexpress.vnecdn.net/2020/09/04/q457.png	3	Đỗ xe hoàn toàn trên hè phố	Đỗ xe hoàn toàn dưới lòng đường	Đỗ ½ thân xe trở lên trên hè phố		0
458	Gặp biển báo này, người tham gia giao thông phải xử lý như thế nào?	https://i-vnexpress.vnecdn.net/2020/09/04/q458.png	3	Dừng xe tại khu vực có trạm Cảnh sát giao thông.	Tiếp tục lưu thông với tốc độ bình thường	Phải giảm tốc độ đến mức an toàn không được vượt khi đi qua khu vực này		0
459	Gặp biển báo dưới đây, người lái xe có bắt buộc phải chạy vòng theo đảo an toàn theo hướng mũi tên khi muốn chuyển hướng hay không?	https://i-vnexpress.vnecdn.net/2020/09/04/q459.png	1	Bắt buộc	Không bắt buộc			0
460	Biển nào dưới đây chỉ dẫn địa giới hành chính giữa các thành phố, tỉnh, huyện?	https://i-vnexpress.vnecdn.net/2020/09/04/q460.png	2	Biển 1	Biển 2	Biển 3		0
461	Biển nào báo hiệu “Cầu vượt liên thông”?	https://i-vnexpress.vnecdn.net/2020/09/04/q461.png	3	Biển 2 và 3	Biển 1 và 2	Biển 1 và 3	Cả ba biển	0
462	Biển số 1 có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q462.png	3	Đi thẳng hoặc rẽ trái trên cầu vượt	Đi thẳng hoặc rẽ phải trên cầu vượt	Báo hiệu cầu vượt liên thông		0
463	Biển nào báo hiệu “Tuyến đường cầu vượt cắt qua”?	https://i-vnexpress.vnecdn.net/2020/09/04/q463.png	1	Biển 1 và 2	Biển 1 và 3	Biển 2 và 3		0
464	Biển báo dưới đây có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q464.png	1	Chỉ dẫn khoảng cách đến làn đường cứu nạn ( làn thoát xe khẩn cấp)	Báo hiệu đường cụt phía trước	Báo hiệu nút giao gần nhất phía trước	Báo hiệu trạm dừng nghỉ phía trước	0
465	Tại đoạn đường có biển “Làn đường dành riêng cho từng loại xe” dưới đây, các phương tiện có được phép chuyển sang làn khác để đi theo hành trình mong muốn khi đến gần nơi đường bộ giao nhau hay không?	https://i-vnexpress.vnecdn.net/2020/09/04/q465.png	1	Được phép chuyển sang làn khác	Không được phép chuyển sang làn khác, chỉ được đi trong làn quy định theo biển.			0
466	Tại đoạn đường có cắm biển dưới đây, xe tải và xe khách có được phép đi vào không?	https://i-vnexpress.vnecdn.net/2020/09/04/q466.png	1	Có	Không			0
467	Tại đoạn đường có cắm biển dưới đây, xe tải và xe khách có được phép đi vào không?	https://i-vnexpress.vnecdn.net/2020/09/04/q467.png	2	Có	Không			0
468	Biển nào báo hiệu kết thúc đường cao tốc?	https://i-vnexpress.vnecdn.net/2020/09/04/q468.png	2	Biển 1	Biển 2	Biển 3		0
469	Biển này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q469.png	2	Chỉ dẫn sắp đến vị trí nhập làn xe	Chỉ dẫn vị trí nhập làn xe cách 250m	Chỉ dẫn vị trí nhập làn cách trạm thu phí 250m		0
470	Biển này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q470.png	4	Bắt đầu đường cao tốc	Chỉ dẫn địa giới đường cao tốc, chiều dài đường cao tốc.	Tên và ký hiệu đường cao tốc, tốc độ tối đa và tối thiểu khi di chuyển trên cao tốc	Cả ý 1 và ý 3	0
471	Ý nghĩa các biểu tượng ghi trên biển chỉ dẫn là gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q471.png	1	Xăng dầu, ăn uống, thông tin, sửa chữa xe.	Xăng dầu, ăn uống, nhà nghỉ, sửa chữa xe.			0
472	Biển này có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q472.png	3	Chỉ dẫn đến trạm kiểm tra tải trọng xe.	Chỉ dẫn hướng rẽ vào nơi đặt trạm kiểm tra tải trọng xe	Chỉ dẫn khoảng cách đến trạm kiểm tra tải trọng xe cách 750m.		0
473	Trên đường cao tốc, gặp biển nào thì người lái xe đi theo hướng bên trái để tránh chướng ngại vật?	https://i-vnexpress.vnecdn.net/2020/09/04/q473.png	1	Biển 1	Biển 2	Biển 3		0
474	Trên đường cao tốc, gặp biển nào thì người lái xe đi theo hướng bên phải để tránh chướng ngại vật?	https://i-vnexpress.vnecdn.net/2020/09/04/q474.png	3	Biển 1	Biển 2	Biển 3		0
475	Trên đường cao tốc, gặp biển nào thì người lái xe đi được cả hai hướng (bên trái hoặc bên phải) để tránh chướng ngại vật?	https://i-vnexpress.vnecdn.net/2020/09/04/q475.png	2	Biển 1	Biển 2	Biển 3		0
476	Trên đường cao tốc, gặp biển nào người lái xe phải chú ý đổi hướng đi khi sắp vào đường cong nguy hiểm?	https://i-vnexpress.vnecdn.net/2020/09/04/q476.png	2	Biển 1 và 2	Biển 1 và 3	Biển 2	Biển 3	0
477	Vạch mũi tên chỉ hướng trên mặt đường nào dưới đây cho phép xe chỉ được đi thẳng và rẽ phải?	https://i-vnexpress.vnecdn.net/2020/09/04/q477.png	3	Vạch 1	Vạch 2 và 3	Vạch 3	Vạch 1 và 2	0
478	Vạch kẻ đường nào dưới đây là vạch phân chia các làn xe cùng chiều?	https://i-vnexpress.vnecdn.net/2020/09/04/q478.png	4	Vạch 1	Vạch 2	Vạch 3	Vạch 1 và 2	0
479	Vạch kẻ đường nào dưới đây là vạch phân chia hai chiều xe chạy (vạch tim đường), xe không được lấn làn, không được đè lên vạch?	https://i-vnexpress.vnecdn.net/2020/09/04/q479.png	2	Vạch 1	Vạch 2	Vạch 3	Cả 3 vạch	0
480	Vạch kẻ đường nào dưới đây là vạch phân chia hai chiều xe chạy (vạch tim đường)?	https://i-vnexpress.vnecdn.net/2020/09/04/q480.png	4	Vạch 1	Vạch 2	Vạch 3	Vạch 1 và 3	0
481	Các vạch dưới đây có tác dụng gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q481.png	1	Phân chia hai chiều xe chạy ngược nhiều nhau	Phân chia các làn xe chạy cùng chiều nhau			0
482	Các vạch dưới đây có tác dụng gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q482.png	2	Phân chia hai chiều xe chạy ngược nhiều nhau	Phân chia các làn xe chạy cùng chiều nhau			0
483	Khi gặp vạch kẻ đường nào các xe được phép đè vạch?	https://i-vnexpress.vnecdn.net/2020/09/04/q483.png	4	Vạch 1	Vạch 2	Vạch 3	Vạch 1 và vạch 3	0
484	Vạch dưới đây có tác dụng gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q484.png	3	Để xác định làn đường	Báo hiệu người lái xe chỉ được phép đi thẳng	Dùng để xác định khoảng cách giữa các phương tiện trên đường.	Để trang trí	0
485	Vạch dưới đây có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q485.png	2	Báo cho người điều khiển không được dừng phương tiện trong phạm vi phần mặt đường có bố trí vạch để tránh ùn tắc giao thông.	Báo hiệu sắp đến chỗ có bố trí vạch đi bộ qua đường	Dùng để xác định khoảng cách giữa các phương tiện trên đường.		0
486	Vạch dưới đây có ý nghĩa gì?	https://i-vnexpress.vnecdn.net/2020/09/04/q486.png	1	Vị trí dừng xe của các phương tiện vận tải hành khách công cộng	Báo cho người điều khiển được dừng phương tiện trong phạm vi phần mặt đường có bố trí vạch để tránh ùn tắc giao thông.	Dùng để xác định vị trí giữa các phương tiện trên đường.		0
487	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q487.png	2	Xe tải, xe khách, xe con, mô tô.	Xe tải, mô tô, xe khách, xe con.	Xe khách, xe tải, xe con, mô tô.	Mô tô, xe khách, xe tải, xe con.	0
488	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q488.png	1	Xe công an, xe con, xe tải, xe khách.	Xe công an, xe khách, xe con, xe tải.	Xe công an, xe tải, xe khách, xe con.	Xe con, xe công an, xe tải, xe khách.	0
489	Theo hướng mũi tên, thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q489.png	4	Xe tải, xe công an, xe khách, xe con.	Xe công an, xe khách, xe con, xe tải.	Xe công an, xe con, xe tải, xe khách.	Xe công an, xe tải, xe khách, xe con.	0
490	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q490.png	3	Xe tải, xe con, mô tô.	Xe con, xe tải, mô tô.	Mô tô, xe con, xe tải.	Xe con, mô tô, xe tải.	0
491	Xe nào phải nhường đường trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q491.png	1	Xe con.	Xe tải.			0
492	Trường hợp này xe nào được quyền đi trước?	https://i-vnexpress.vnecdn.net/2020/09/04/q492.png	2	Mô tô.	Xe con.			0
493	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q493.png	1	Xe con (A), xe cứu thương, xe con (B).	Xe cứu thương, xe con (B), xe con (A).	Xe con (B), xe con (A), xe cứu thương.		0
494	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q494.png	2	Xe cứu thương, xe cứu hỏa, xe con.	Xe cứu hỏa, xe cứu thương, xe con.	Xe cứu thương, xe con, xe cứu hỏa.		0
495	Xe nào được quyền đi trước trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q495.png	2	Mô tô.	Xe cứu thương.			0
496	Xe nào phải nhường đường đi cuối cùng qua nơi giao nhau này?	https://i-vnexpress.vnecdn.net/2020/09/04/q496.png	1	Xe khách.	Xe tải.	Xe con.		0
497	Xe nào phải nhường đường là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q497.png	1	Xe con.	Xe tải.			0
498	Xe nào được quyền đi trước trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q498.png	2	Xe công an.	Xe chữa cháy.			0
499	Theo tín hiệu đèn, xe nào được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q499.png	1	Xe con và xe khách.	Mô tô.			0
500	Theo tín hiệu đèn, xe nào được quyền đi là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q500.png	2	Xe khách, mô tô.	Xe con, xe tải.	Xe tải, mô tô.		0
501	Trong trường hợp này xe nào được quyền đi trước?	https://i-vnexpress.vnecdn.net/2020/09/04/q501.png	2	Xe công an.	Xe quân sự.			0
502	Theo tín hiệu đèn, xe tải đi theo hướng nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q502.png	2	Hướng 2, 3, 4.	Chỉ hướng 1.	Hướng 1 và 2.	Hướng 3 và 4.	0
503	Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q503.png	1	Xe khách, xe tải, mô tô.	Xe tải, xe con, mô tô.	Xe khách, xe con, mô tô.		0
504	Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q504.png	3	Xe khách, xe tải, mô tô, xe con.	Xe con, xe khách, xe tải, mô tô.	Mô tô, xe tải, xe khách, xe con.	Mô tô, xe tải, xe con, xe khách.	0
505	Trong trường hợp này xe nào đỗ vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q505.png	1	Xe tải.	Xe con và mô tô.	Cả ba xe.	Xe con và xe tải.	0
506	Xe nào được quyền đi trước?	https://i-vnexpress.vnecdn.net/2020/09/04/q506.png	2	Xe tải.	Xe con (B).	Xe con (A).		0
507	Theo hướng mũi tên, những hướng nào xe gắn máy đi được?	https://i-vnexpress.vnecdn.net/2020/09/04/q507.png	1	Cả ba hướng.	Chỉ hướng 1 và 3.	Chỉ hướng 1.		0
508	Xe nào đỗ vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q508.png	1	Cả hai xe.	Không xe nào vi phạm.	Chỉ xe mô tô vi phạm.	Chỉ xe tải vi phạm.	0
509	Xe nào đỗ vi phạm quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q509.png	3	Chỉ mô tô.	Chỉ xe tải.	Cả ba xe.	Chỉ mô tô và xe tải.	0
510	Xe tải kéo mô tô ba bánh như hình này có đúng quy tắc giao thông không?	https://i-vnexpress.vnecdn.net/2020/09/04/q510.png	2	Đúng.	Không đúng.			0
511	Theo hướng mũi tên, hướng nào xe không được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q511.png	2	Hướng 2 và 5.	Chỉ hướng 1.			0
512	Theo hướng mũi tên, những hướng nào ô tô không được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q512.png	2	Hướng 1 và 2.	Hướng 3.	Hướng 1 và 4.	Hướng 2 và 3.	0
513	Xe nào vượt đúng quy tắc giao thông?	https://i-vnexpress.vnecdn.net/2020/09/04/q513.png	1	Cả 2 xe đều đúng.	Xe con.	Xe khách.		0
514	Theo hướng mũi tên, gặp biển hướng đi phải theo đặt trước ngã tư, những hướng nào xe được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q514.png	1	Hướng 2 và 3.	Hướng 1, 2 và 3.	Hướng 1 và 3.		0
515	Xe kéo nhau như hình này có vi phạm quy tắc giao thông không?	https://i-vnexpress.vnecdn.net/2020/09/04/q515.png	2	Không.	Vi phạm.			0
516	Xe nào phải nhường đường trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q516.png	1	Xe khách.	Xe tải.			0
517	Xe nào được quyền đi trước trong trường hợp này?	https://i-vnexpress.vnecdn.net/2020/09/04/q517.png	2	Xe con.	Xe xích lô.			0
518	Xe kéo nhau trong trường hợp này đúng quy định không?	https://i-vnexpress.vnecdn.net/2020/09/04/q518.png	1	Không đúng.	Đúng.			0
519	Theo hướng mũi tên, những hướng nào ô tô con được phép đi?	https://i-vnexpress.vnecdn.net/2020/09/04/q519.png	2	Hướng 1.	Hướng 1, 3 và 4.	Hướng 2, 3 và 4.	Cả bốn hướng.	0
